epoch,train_loss,train_acc,train_prec,train_rec,train_f1,train_spec,train_gmean,val_loss,val_acc,val_prec,val_rec,val_f1,val_spec,val_gmean,time_sec
1,0.34838980436325073,0.562691717791411,0.7978325859491778,0.5509677419354839,0.651808884139826,0.5965697240865027,0.5733155098085303,0.39373681247234343,0.6522435897435898,0.7167919799498746,0.7333333333333333,0.7249683143219265,0.5170940170940171,0.6157940233570631,427.67286252975464
2,0.3037973849511728,0.7530674846625767,0.8981224992305324,0.7530322580645161,0.8192026951151039,0.7531692766592095,0.7531007642457301,0.35832758247852325,0.7596153846153846,0.8015075376884422,0.8179487179487179,0.8096446700507615,0.6623931623931624,0.7360731199802667,114.54401850700378
3,0.2703676254647534,0.8153757668711656,0.9380264741275571,0.8046451612903226,0.8662314210306987,0.8463832960477256,0.8252504006431969,0.34179659485816954,0.7948717948717948,0.8149038461538461,0.8692307692307693,0.8411910669975186,0.6709401709401709,0.7636765289663867,116.75523829460144
4,0.24421635778938852,0.848351226993865,0.9469565217391305,0.8430967741935483,0.8920136518771331,0.8635346756152126,0.853254533779609,0.33381488025188444,0.8157051282051282,0.8160919540229885,0.9102564102564102,0.8606060606060606,0.6581196581196581,0.7739881378413858,115.39956951141357
5,0.22730809177567318,0.8556365030674846,0.9548368298368298,0.8456774193548388,0.8969481319282879,0.8844146159582401,0.8648291565756009,0.3132243677973747,0.8189102564102564,0.8337349397590361,0.8871794871794871,0.8596273291925466,0.7051282051282052,0.7909331700095991,114.14729189872742
6,0.2120255246395018,0.8671395705521472,0.9566590126291619,0.8601290322580645,0.905829596412556,0.8873974645786726,0.8736568676753556,0.30749754011631014,0.8237179487179487,0.8317535545023697,0.9,0.8645320197044335,0.6965811965811965,0.7917847415321142,114.88897514343262
7,0.20092327202238688,0.8728911042944786,0.9601719197707737,0.8647741935483871,0.909979633401222,0.8963460104399702,0.8804185926697251,0.29634201228618623,0.8301282051282052,0.8429951690821256,0.8948717948717949,0.8681592039800995,0.7222222222222222,0.8039255539515436,113.63057518005371
8,0.1931594168631042,0.8738496932515337,0.9610203496703926,0.8652903225806452,0.9106463878326996,0.8985831469052945,0.8817796215898923,0.2974394030869007,0.8285256410256411,0.8329411764705882,0.9076923076923077,0.8687116564417178,0.6965811965811965,0.795161237624078,114.71097731590271
9,0.18374048173427582,0.8811349693251533,0.9651328951128894,0.8714838709677419,0.9159208028207214,0.9090231170768084,0.8900556077399097,0.29332519993185996,0.8253205128205128,0.8305882352941176,0.9051282051282051,0.8662576687116564,0.6923076923076923,0.7915978896731037,115.2435073852539
10,0.17739279295613125,0.8774923312883436,0.9657455382843984,0.8658064516129033,0.9130493944754389,0.9112602535421327,0.8882426507521402,0.2918644279241562,0.8189102564102564,0.8228438228438228,0.9051282051282051,0.8620268620268621,0.6752136752136753,0.7817639937501424,113.07611465454102
11,0.17352360414295662,0.8817101226993865,0.9606900452488688,0.8766451612903225,0.9167453784914317,0.8963460104399702,0.8864408569634439,0.29446653574705123,0.8221153846153846,0.8192219679633868,0.9179487179487179,0.8657799274486094,0.6623931623931624,0.7797710908957836,115.92019248008728
12,0.16590287145681498,0.8889953987730062,0.9652738565782044,0.8823225806451613,0.921936092759876,0.9082774049217002,0.8952059337673118,0.29107989817857743,0.8173076923076923,0.8179723502304147,0.9102564102564102,0.8616504854368932,0.6623931623931624,0.776497020070516,115.05929827690125
13,0.16166349182405124,0.8912960122699386,0.9682899207248018,0.8825806451612903,0.9234507897934386,0.9164802386278896,0.8993707357290297,0.2854434125125408,0.8189102564102564,0.8198614318706697,0.9102564102564102,0.8626974483596598,0.6666666666666666,0.7789978221006826,114.9639196395874
14,0.15848588180251238,0.8888036809815951,0.966317577129918,0.8810322580645161,0.92170626349892,0.9112602535421327,0.8960187938110833,0.2821863293647766,0.8269230769230769,0.8294392523364486,0.9102564102564102,0.8679706601466992,0.688034188034188,0.7913833016520402,114.45311641693115
15,0.15331467295565257,0.8945552147239264,0.9697654704718847,0.8856774193548387,0.9258160237388724,0.9202087994034303,0.9027780207355762,0.2870625898241997,0.8205128205128205,0.817351598173516,0.9179487179487179,0.8647342995169082,0.6581196581196581,0.7772516300579811,115.44253969192505
16,0.15226605089335907,0.8935966257668712,0.9657687991021324,0.888258064516129,0.9253931980104853,0.9090231170768084,0.8985806110611693,0.27529840245842935,0.8285256410256411,0.8313817330210773,0.9102564102564102,0.8690330477356181,0.6923076923076923,0.7938372092519344,114.58225417137146
17,0.14938925879030693,0.8914877300613497,0.9675049448996892,0.8836129032258064,0.9236579444294578,0.9142431021625652,0.898797531013538,0.2701498083770275,0.8349358974358975,0.8392434988179669,0.9102564102564102,0.8733087330873309,0.7094017094017094,0.8035779075047803,115.9903404712677
18,0.14610734273020815,0.8953220858895705,0.9671625035082796,0.8892903225806451,0.9265931702070449,0.912751677852349,0.9009446342774569,0.29213262870907786,0.8173076923076923,0.8080357142857143,0.9282051282051282,0.863961813842482,0.6324786324786325,0.7662048747866547,115.33319854736328
19,0.1445244452575358,0.8932131901840491,0.9678510998307953,0.8856774193548387,0.9249427300902844,0.9149888143176734,0.9002138256011294,0.27519688978791235,0.8381410256410257,0.8337182448036952,0.9256410256410257,0.8772782503037667,0.6923076923076923,0.800517584046012,115.01007390022278
20,0.14129402015994236,0.9001150306748467,0.9686975964225825,0.8944516129032258,0.9300952636522206,0.9164802386278896,0.9053989328658661,0.2880405470728874,0.8253205128205128,0.814317673378076,0.9333333333333333,0.8697729988052568,0.6452991452991453,0.776066493465091,113.91779851913452
