epoch,train_loss,train_acc,train_prec,train_rec,train_f1,train_spec,train_gmean,val_loss,val_acc,val_prec,val_rec,val_f1,val_spec,val_gmean,time_sec
1,0.3124721933428834,0.7199003067484663,0.9009966777408638,0.6998709677419355,0.7877995642701525,0.7777777777777778,0.7377967782672309,0.32217108011245726,0.780448717948718,0.931740614334471,0.7,0.7994143484626647,0.9145299145299145,0.8001068304738688,132.6335108280182
2,0.2524123649771621,0.8454754601226994,0.9615037593984962,0.8250322580645161,0.8880555555555556,0.9045488441461595,0.8638761343014136,0.29614873230457306,0.8525641025641025,0.8860103626943006,0.8769230769230769,0.8814432989690721,0.811965811965812,0.8438196242002223,115.31322741508484
3,0.2195787340766046,0.8648389570552147,0.9672759433962265,0.8467096774193549,0.9029861015549745,0.9172259507829977,0.8812627808481038,0.2707251623272896,0.8589743589743589,0.8932291666666666,0.8794871794871795,0.8863049095607235,0.8247863247863247,0.8516977154283799,115.63292360305786
4,0.20107505070727047,0.870398773006135,0.9667347534286548,0.8549677419354839,0.9074226239386469,0.9149888143176734,0.884469287467579,0.2619077771902084,0.8605769230769231,0.8796992481203008,0.9,0.8897338403041825,0.7948717948717948,0.8458041235325207,116.14083957672119
5,0.18270666497509655,0.8817101226993865,0.9729965156794426,0.8647741935483871,0.9156988659652958,0.930648769574944,0.8971070388676989,0.2446456253528595,0.8637820512820513,0.8940568475452196,0.8871794871794871,0.8906048906048906,0.8247863247863247,0.8554142322036649,116.19409370422363
6,0.17141673350479544,0.8826687116564417,0.9708513708513709,0.8681290322580645,0.9166212534059945,0.9246830723340791,0.895959943708868,0.24752560034394264,0.8653846153846154,0.875,0.9153846153846154,0.8947368421052632,0.782051282051282,0.846095569088716,115.79123592376709
7,0.1624514845813193,0.8853527607361963,0.9764466414655423,0.8665806451612903,0.9182389937106918,0.9395973154362416,0.9023507343613982,0.23186520636081695,0.8621794871794872,0.8877551020408163,0.8923076923076924,0.8900255754475703,0.811965811965812,0.8511893678306581,114.2939224243164
8,0.1530712341390005,0.8895705521472392,0.9744032211676733,0.8743225806451613,0.9216539717083787,0.9336316181953765,0.9034905676278527,0.23426987007260322,0.8653846153846154,0.8805970149253731,0.9076923076923077,0.8939393939393939,0.7948717948717948,0.8494109805074962,115.61919617652893
9,0.14812757238382246,0.8949386503067485,0.9729883423372192,0.8830967741935484,0.9258658008658008,0.9291573452647278,0.9058343415445907,0.24569310918450354,0.8701923076923077,0.8652482269503546,0.9384615384615385,0.9003690036900369,0.7564102564102564,0.8425330456064356,118.57638788223267
10,0.14355210859964534,0.8968558282208589,0.9752207348333808,0.8836129032258064,0.9271594909287841,0.9351230425055929,0.9090031828666586,0.23497618958353997,0.8717948717948718,0.8725961538461539,0.9307692307692308,0.9007444168734491,0.7735042735042735,0.848501018058485,114.8525767326355
11,0.14381985929681035,0.897239263803681,0.9706794474203553,0.8885161290322581,0.9277822689302075,0.9224459358687547,0.9053220930584012,0.21634226217865943,0.8685897435897436,0.8989637305699482,0.8897435897435897,0.8943298969072165,0.8333333333333334,0.8610766466772812,116.60375666618347
12,0.13697851285701845,0.8945552147239264,0.9716312056737588,0.8838709677419355,0.9256756756756757,0.9254287844891872,0.904411209197841,0.2341838300228119,0.8717948717948718,0.8690476190476191,0.9358974358974359,0.9012345679012346,0.7649572649572649,0.8461214705020903,115.72188663482666
13,0.135295728630409,0.9022239263803681,0.9714205659848697,0.8947096774193548,0.9314884470714669,0.9239373601789709,0.9092060808647384,0.24133386239409446,0.8733974358974359,0.8641686182669789,0.9461538461538461,0.9033047735618115,0.7521367521367521,0.8435858467683357,116.18958950042725
14,0.1283023701753558,0.9050996932515337,0.9755205402363534,0.8947096774193548,0.9333692286983444,0.9351230425055929,0.9146931921183106,0.2277646020054817,0.8669871794871795,0.86810551558753,0.9282051282051282,0.8971499380421314,0.7649572649572649,0.8426370845097564,115.09676361083984
15,0.12961014051262926,0.9068251533742331,0.9718741297688666,0.9006451612903226,0.9349049022234128,0.9246830723340791,0.9125849740296833,0.2373454138636589,0.8782051282051282,0.8651162790697674,0.9538461538461539,0.9073170731707317,0.7521367521367521,0.8470081157769264,115.95676398277283
16,0.12599005686437212,0.9058665644171779,0.9758155230596175,0.895483870967742,0.9339254474498722,0.935868754660701,0.9154536444524782,0.23443610556423664,0.8733974358974359,0.8624708624708625,0.9487179487179487,0.9035409035409036,0.7478632478632479,0.8423249292490181,116.84157490730286
17,0.12383267228923193,0.9116180981595092,0.9752227171492205,0.904,0.9382616847462167,0.9336316181953765,0.9186963496436787,0.24126349464058877,0.8717948717948718,0.8571428571428571,0.9538461538461539,0.9029126213592233,0.7350427350427351,0.8373277051030082,115.81227350234985
18,0.12259718862066908,0.910659509202454,0.9762503492595697,0.9016774193548387,0.937483230480279,0.9366144668158091,0.9189799319728842,0.25293454714119434,0.875,0.8529411764705882,0.9666666666666667,0.90625,0.7222222222222222,0.8355526004675876,116.45378756523132
19,0.12144661617533463,0.9093174846625767,0.9762038073908175,0.8998709677419355,0.9364844903988183,0.9366144668158091,0.9180589124095682,0.23974259346723556,0.8782051282051282,0.8600917431192661,0.9615384615384616,0.9079903147699758,0.7393162393162394,0.8431375921773017,117.69114422798157
20,0.11538837477564812,0.9173696319018405,0.9770083102493075,0.9101935483870968,0.9424181696726787,0.9381058911260254,0.9240443332475107,0.26660743057727815,0.8685897435897436,0.8392070484581498,0.9769230769230769,0.9028436018957346,0.688034188034188,0.8198514963105391,115.89793801307678
