epoch,train_loss,train_acc,train_prec,train_rec,train_f1,train_spec,train_gmean,val_loss,val_acc,val_prec,val_rec,val_f1,val_spec,val_gmean,time_sec
1,0.33284739023301657,0.6579754601226994,0.8803201164059659,0.6245161290322581,0.7306763285024155,0.7546607009694258,0.6865113106877383,0.36994213312864305,0.7932692307692307,0.8190709046454768,0.8589743589743589,0.8385481852315394,0.6837606837606838,0.7663764708191416,140.3837308883667
2,0.28494339381776207,0.870398773006135,0.9618827606121859,0.8596129032258064,0.9078768056691197,0.901565995525727,0.8803395724739032,0.3220390543341637,0.844551282051282,0.9126760563380282,0.8307692307692308,0.8697986577181208,0.8675213675213675,0.8489464406967012,129.90479946136475
3,0.25172225694830824,0.8888036809815951,0.9681727763569196,0.8792258064516129,0.9215580200162293,0.9164802386278896,0.8976597779251183,0.2969046041369438,0.8830128205128205,0.9012658227848102,0.9128205128205128,0.9070063694267516,0.8333333333333334,0.8721718641894846,131.55779218673706
4,0.22682888515111876,0.8976226993865031,0.97309544038516,0.8867096774193548,0.9278963002970564,0.9291573452647278,0.907685413505974,0.2763805791735649,0.8942307692307693,0.9111675126903553,0.9205128205128205,0.9158163265306123,0.8504273504273504,0.8847764005572962,131.09704446792603
5,0.20721086441743664,0.9054831288343558,0.9744668911335578,0.896258064516129,0.9337276515660707,0.9321401938851603,0.9140230664645193,0.2513091668486595,0.8814102564102564,0.9388888888888889,0.8666666666666667,0.9013333333333333,0.905982905982906,0.8861067572167505,132.59992575645447
6,0.19212737697653653,0.9056748466257669,0.9798581560283688,0.8913548387096775,0.9335135135135135,0.947054436987323,0.9187826483614716,0.2450988508760929,0.8990384615384616,0.9181585677749361,0.9205128205128205,0.9193341869398207,0.8632478632478633,0.8914206220409959,132.52574968338013
7,0.17973990066022408,0.9102760736196319,0.9746447478406242,0.9027096774193548,0.9372990353697749,0.9321401938851603,0.9173069135963644,0.2339454025030136,0.9006410256410257,0.9141414141414141,0.9282051282051282,0.9211195928753181,0.8547008547008547,0.8906950748795233,133.99974632263184
8,0.16861921185400428,0.9131518404907976,0.978735310576385,0.9027096774193548,0.9391864679822794,0.9433258762117822,0.9227943418858117,0.23284307047724723,0.9022435897435898,0.9002433090024331,0.9487179487179487,0.9238451935081149,0.8247863247863247,0.8845844166510609,132.0907688140869
9,0.15989892211992565,0.910467791411043,0.9797297297297297,0.8980645161290323,0.9371213141241417,0.9463087248322147,0.9218710794222392,0.22339722961187364,0.9022435897435898,0.9041769041769042,0.9435897435897436,0.9234629861982434,0.8333333333333334,0.886749562348235,134.11649417877197
10,0.15468702683361565,0.9148773006134969,0.9771905424200278,0.9065806451612903,0.940562248995984,0.9388516032811335,0.9225750333784899,0.21889013424515724,0.9022435897435898,0.9002433090024331,0.9487179487179487,0.9238451935081149,0.8247863247863247,0.8845844166510609,132.05891871452332
11,0.14729807498614964,0.9202453987730062,0.9789531985599557,0.912258064516129,0.9444296019235907,0.9433258762117822,0.9276619201201168,0.21720518842339515,0.8974358974358975,0.893719806763285,0.9487179487179487,0.9203980099502488,0.811965811965812,0.8776824821980377,131.89638996124268
12,0.142106109094329,0.9164110429447853,0.9777716032231175,0.9081290322580645,0.9416644367139416,0.9403430275913497,0.924095668011246,0.21111241802573205,0.9038461538461539,0.9024390243902439,0.9487179487179487,0.925,0.8290598290598291,0.8868731253060351,132.4288821220398
13,0.1412825024709469,0.9164110429447853,0.977506248264371,0.9083870967741936,0.9416800428036383,0.9395973154362416,0.9238604210084733,0.20822875276207925,0.8990384615384616,0.8978102189781022,0.9461538461538461,0.9213483146067416,0.8205128205128205,0.8810966808170063,133.24690127372742
14,0.13195268500868867,0.9210122699386503,0.98110586273965,0.9112258064516129,0.9448755686379449,0.9492915734526473,0.9300639653148105,0.19960307478904724,0.9006410256410257,0.9039408866995073,0.941025641025641,0.9221105527638191,0.8333333333333334,0.8855439199655961,131.94726634025574
15,0.12969910071753873,0.9206288343558282,0.9773793103448276,0.9143225806451613,0.9448,0.9388516032811335,0.9265059205179712,0.20016985833644868,0.9006410256410257,0.9,0.9461538461538461,0.9225,0.8247863247863247,0.883388223518786,132.06912899017334
16,0.126884018956888,0.9162193251533742,0.9782971619365609,0.9073548387096774,0.9414914981925291,0.941834451901566,0.9244339063428834,0.19915842562913894,0.8990384615384616,0.8978102189781022,0.9461538461538461,0.9213483146067416,0.8205128205128205,0.8810966808170063,132.23979425430298
17,0.12508029490709305,0.9210122699386503,0.9779188517802926,0.9143225806451613,0.9450520138703654,0.9403430275913497,0.9272415347033409,0.19661500938236715,0.9006410256410257,0.9,0.9461538461538461,0.9225,0.8247863247863247,0.883388223518786,129.49191331863403
18,0.12316113746747738,0.9223542944785276,0.9776982378854625,0.9163870967741935,0.9460503530038631,0.9395973154362416,0.9279196387777573,0.19036305993795394,0.905448717948718,0.9066339066339066,0.9461538461538461,0.9259723964868256,0.8376068376068376,0.8902274602406227,130.24446749687195
19,0.11914322997738676,0.9231211656441718,0.9808970099667774,0.9143225806451613,0.9464404968612261,0.9485458612975392,0.9312770263256005,0.2045202761888504,0.8894230769230769,0.8776470588235294,0.9564102564102565,0.9153374233128835,0.7777777777777778,0.8624816774138706,132.19090175628662
20,0.11587133276753309,0.9275306748466258,0.9810178817056396,0.920258064516129,0.9496671105193076,0.9485458612975392,0.9342949097701742,0.19341185465455055,0.8974358974358975,0.8956310679611651,0.9461538461538461,0.9201995012468828,0.8162393162393162,0.8787991627452854,131.21640062332153
